"","SN_C1","SN_C2","SN_C3","SN_C4","SN_C5","SN_PD1","SN_PD2","SN_PD3","SN_PD4","SN_PD5"
"ENSG00000262420",14.165,7.367,9.273,11.162,5.028,17.813,8.371,4.126,18.044,11.002
"ENSG00000262429",5,10,7,11,1,12,5,7,6,8
"ENSG00000262434",2,0,2,3,0,0,3,2,3,2
"ENSG00000262445",3.293,2.153,4.169,6.918,1.682,6.957,4.132,3.925,8.556,6.815
"ENSG00000262454",36,36.999,25,27,17,29,24,15,46,38.001
"ENSG00000262456",22,6,11,22,9,10,2,13,19,13
"ENSG00000262461",1.495,3.635,26.835,24.33,5.755,5.309,1.134,6.883,42.957,4.171
"ENSG00000262468",39.115,40.11,33.824,64.978,23.134,43.013,32.983,46.292,46.784,37.583
"ENSG00000262470",3.014,0,0,1.005,0,1.006,2.01,0,0,2.006
"ENSG00000262471",0,0,0,0,0,0,0,0,0,0
"ENSG00000262477",222,128.043,138.072,218,84.02,133.043,99,114.045,151.02,104.047
"ENSG00000262480",0,0,0,0,0,0,0,0,0,0
"ENSG00000262481",15.454,26.214,3.181,18.857,2.677,24.427,0,16.469,18.645,10.393
"ENSG00000262482",1,0,0,1,2,1,0,0,0,0
"ENSG00000262488",4.046,1.009,3.028,2.016,0,3.026,1.006,7.062,1.006,2.026
"ENSG00000262492",1.001,0,0,0,0,0,0,0,2.002,5.665
"ENSG00000262495",1,0,1,0,0,0,0,0,0,1
"ENSG00000262497",2,3,2,0,4,7,1,1,3,3
"ENSG00000262500",0,0,0,0,0,0,0,0,0,0
"ENSG00000262503",1,2,0,2,2,1,1,0,0,0
"ENSG00000262514",5.392,2.454,6.325,5.449,2.228,5.279,2.098,6.185,4.314,14.106
"ENSG00000262516",0,0,0,0,0,0,0,0,0,0
"ENSG00000262518",0,0,0,0,0,0,0,0,0,0
"ENSG00000262519",0,0,0,0,0,1.001,0,0,0,0
"ENSG00000262521",0,0,0,1,1,1,0,0,2,1
"ENSG00000262526",1281.369,825.119,1837.903,1904.092,694.541,1297.398,513.492,1143.028,1525.048,1186.088
"ENSG00000262528",68.868,68.316,44.981,78.199,50.622,58.534,39.644,54.724,84.922,59.697
"ENSG00000262529",0,0,0,0,0,0,0,0,1,0
"ENSG00000262533",4,7,6,4,3,7,3,6,8,4
"ENSG00000262539",0,0,0,0,0,0,0,0,0,0
"ENSG00000262543",0,1,0,0,0,0,0,1,0,0
"ENSG00000262554",0,0,0,0,0,0,0,0,0,0
"ENSG00000262558",0,0,1,0,0,1,1,0,1,0
"ENSG00000262560",0,0,0,0,0,0,0,0,0,0
"ENSG00000262561",0,0,0,0,0,0,0,0,0,0
"ENSG00000262566",0,0,0,0,0,0,0,0,0,0
"ENSG00000262576",199.54,181.143,145.123,127.045,102.167,172.457,34.327,114.874,164.624,104.899
"ENSG00000262580",175.64,103.242,207.379,187.049,113.968,219.729,113.547,164.753,192.889,163.799
"ENSG00000262583",9.026,15.037,11.915,17.264,11.256,30.202,8.422,18.575,11.767,12.384
"ENSG00000262585",2,8,3,10,0,9,3,5,6,7
"ENSG00000262587",33,28,51,64,34,51,19,40,45,39
"ENSG00000262609",0,0,0,0,0,0,0,0,0,0
"ENSG00000262619",9.015,4,8.065,4.201,9,6.001,6.01,10.022,14.072,11.746
"ENSG00000262621",61,63,75,101.755,59,81.509,29,45,86.225,78.147
"ENSG00000262623",0,0,0,0,0,0,0,0,0,0
"ENSG00000262624",0,1,0,1,1,4,2,3,1,2
"ENSG00000262628",0,0,0,0,0,0,0,0,0,0
"ENSG00000262633",0,6.043,0,1.905,0,0,0,0,5.299,0
"ENSG00000262636",0,0,1,1,1,0,0,1,0,0
"ENSG00000262648",0,1,0,0,0,0,1,1,0,3
"ENSG00000262651",0,0,0,0,0,0,0,0,0,0
"ENSG00000262652",6,3,5,9,2,3,1,4,6,8
"ENSG00000262655",2157,1291,1760,1880,1285,2516,896,1330,2194,1528
"ENSG00000262660",2.78,0,0,0,0,0,0,5.508,0,2.098
"ENSG00000262662",1,0,0,0,0,0,0,0,0,0
"ENSG00000262663",8,4,8,5,8,6,2,10,23,6
"ENSG00000262664",266.39,150.73,114.609,204.32,91.598,154.855,79.872,143.605,136.286,128.629
"ENSG00000262668",4,2,0,9,8,8,0,5,9,2
"ENSG00000262670",3,3,2,5.217,5,0,2,3,6,1
"ENSG00000262678",4,1,1,2,3,4,1,4,2,2
"ENSG00000262681",1,6,8,3,4,10,3,1,6,2
"ENSG00000262686",7,2,5,12,4,6,1,1,5,3
"ENSG00000262691",88.37,41.676,78.792,95.147,61.608,98.465,42.503,55.482,92.12,88.409
"ENSG00000262692",11.193,6.113,7.412,6.827,4.67,15.13,9.079,17.236,12.844,11.019
"ENSG00000262693",3,0,1,6,1,4,5,0,7,1
"ENSG00000262700",4,4,6,9,5,12,3,6,16,16
"ENSG00000262703",0,0,0,0,0,0,0,0,0,0
"ENSG00000262708",0,0,1,0,0,0,0,0,0,0
"ENSG00000262712",39.861,17.091,34.945,41.079,31.018,41.93,54.933,29.602,33.589,50.57
"ENSG00000262714",3.834,3,11.957,15.001,2,7,5.88,8.183,6,7.985
"ENSG00000262721",0,1,0,2,1,2,0,2,1,1
"ENSG00000262728",40.521,17.855,21.328,33.022,15.186,41.093,18.517,20.304,39.766,27.104
"ENSG00000262730",0,0,0,0,0,1.299,0,0,1.439,0
"ENSG00000262732",32.742,26.376,41.217,46.52,14.93,37.21,20.982,43.539,36.376,40.67
"ENSG00000262759",0,0,0,0,0,0,0,0,0,0
"ENSG00000262766",19,4,8,14,11,21,13,11,9,27
"ENSG00000262768",0,0,0,0,0,0,0,0,0,0
"ENSG00000262769",1,0,3,0,0,0,0,0,0,0
"ENSG00000262772",12.14,6,3,8,5.049,9,1.021,5,2,6
"ENSG00000262777",3,1.001,0,0,1,3,0,1,0,0
"ENSG00000262786",0,0,0,0,0,0,0,0,0,0
"ENSG00000262791",0,2,3,3,0,2,0,2,0,1
"ENSG00000262801",1,2,0,4,4,0,2,4,8,3
"ENSG00000262803",0,0,0,0,0,0,0,1,3,1
"ENSG00000262810",2,2.997,2,0,1,0,1,1.997,2.032,0
"ENSG00000262814",846.307,509,524,995,440,656,485,463.416,527,500.552
"ENSG00000262815",14.008,7.373,14.761,15.35,4.236,28.399,7.008,10.623,15.508,16.172
"ENSG00000262818",0,0,0,0,0,0,0,0,0,0
"ENSG00000262823",20.293,24.472,25.222,26.187,13.643,28.649,12.202,13.027,27.054,25.779
"ENSG00000262831",29,14,23,33,13,16,14,14,18,13.021
"ENSG00000262833",13.446,5.449,4.062,11.319,5.696,8.679,2.906,7.146,8.681,7.128
"ENSG00000262837",8.508,0,0,9.331,0,11.266,0,0,0,1.485
"ENSG00000262855",0,0,0,0,0,0,0,0,0,0
"ENSG00000262869",0,0,1,2,1,1,0,0,0,1
"ENSG00000262870",0,0,0,0,0,0,0,0,1,0
"ENSG00000262873",3,0,5,4,3,0,0,2,2,3
"ENSG00000262874",1,2,1,4,1,1,4,1,0,2
"ENSG00000262877",404,652,542,832,288,690,88,345,374,203
"ENSG00000262879",268.167,148.297,233.777,326.993,128.151,304.874,154.101,213.432,260.67,194.51
"ENSG00000262880",9.643,10.838,0,0,4.025,0,0,0,0,0
"ENSG00000262881",0,2,0,0,0,0,0,0,0,0
"ENSG00000262884",2,0,0,0,0,0,0,0,0,0
"ENSG00000262885",0,0,0,0,0,0,0,0,0,0
"ENSG00000262888",10.332,11.805,13.962,13.292,7.057,19.84,6.118,8.355,16.23,19.406
"ENSG00000262890",3,6,7,7,6,10,8,4,8,22
"ENSG00000262898",0,0,0,0,0,0,0,0,0,0
"ENSG00000262899",0,1,0,0,1,1,0,1,1,1
"ENSG00000262902",39.556,42.022,33.336,37.254,16.275,16.034,30.286,34.556,51.46,66.081
"ENSG00000262903",43,24,48,58,53,49,61,43,61,68
"ENSG00000262904",3,0,2.007,0,0,1,0,1,1,2
"ENSG00000262905",0,0,0,0,0,1,0,0,0,1
"ENSG00000262919",658.986,524,472,755,366.999,587.001,378.999,552.999,543.992,595.001
"ENSG00000262920",1,0,1,0,0,0,0,0,1,2
"ENSG00000262921",0,0,0,1,0,3,0,2,2,0
"ENSG00000262943",79.499,40.043,83.457,105.692,49.981,74.161,49.785,32.171,87.121,99.765
"ENSG00000262950",0,0,0,0,0,0,0,0,0,0
"ENSG00000262952",2.782,0,0,1.092,0,1.163,0,0,1.147,0
"ENSG00000262953",0,0,0,0,0,1,1,0,0,1
"ENSG00000262959",0,0,0,0,0,1,0,0,0,0
"ENSG00000262961",0,0,0,0,0,0,0,0,0,0
"ENSG00000262962",0,0,0,0,0,0,0,0,0,0
"ENSG00000262966",6.076,2.065,5.087,13.052,4.027,5.697,2.005,3.029,4.071,4.057
"ENSG00000262967",29.211,39.53,35.319,55.25,29.976,46.987,46.773,31.427,49.612,69.075
"ENSG00000262974",0,0,0,0,0,0,0,0,0,0
"ENSG00000262979",13,2,7,6,7,10,7,6,7,4
"ENSG00000262980",0,0,0,0,0,0,0,0,0,0
"ENSG00000262983",0,0,0,0,0,0,0,0,0,0
"ENSG00000262990",0,0,0,0,0,0,0,0,0,0
"ENSG00000262995",1,0,1,0,0,2,0,1,1,0
"ENSG00000262999",16.716,13.114,12.065,21.085,9.319,15.774,10.447,10.254,20.633,21.769
"ENSG00000263001",7197.315,4059.933,5180.679,7792.457,3800.779,8284.3,3545.567,6531.385,8404.139,6956.787
"ENSG00000263002",444.117,243.416,341.26,521.185,229.734,533.58,272.329,414.975,494.795,483.037
"ENSG00000263004",75.237,34.484,66.25,66.586,27.963,59.96,18.437,40.988,50.201,57.944
"ENSG00000263006",55.301,82.164,98.071,137.807,68.614,87.832,57.983,145.128,177.526,330.602
"ENSG00000263011",3.023,4.611,2,6.002,4.001,3.06,2.001,4.008,4.094,1
"ENSG00000263013",46,17,35,61,20,33,39,41,43,50
"ENSG00000263015",0,0,1,4,1,2,0,0,0,3
"ENSG00000263017",0,0,0,0,0,0,0,0,0,0
"ENSG00000263020",0,0,0,0,0,0,0,0,0,0
"ENSG00000263033",20,11,16,26,11,10,15,15,14,21
"ENSG00000263041",0,0,0,0,0,0,0,0,0,0
"ENSG00000263045",1,0,0,0,0,0,0,0,0,0
"ENSG00000263050",7,2,3,6,3,3,1,1,4,3
"ENSG00000263051",0,0,0,0,0,0,0,0,0,0
"ENSG00000263063",9.429,7.063,11.255,5.078,4.066,14.188,5.091,11.171,7.067,10.164
"ENSG00000263065",8,4,9,17,7,7,1,0,8,6
"ENSG00000263069",42.332,26.153,46.518,73.418,39.826,68.214,13.445,36.104,52.602,44.334
"ENSG00000263070",0,0,0,0,0,0,0,0,0,0
"ENSG00000263072",275.932,202.113,208.298,268.799,152.204,284.581,66.243,214.376,224.519,178.776
"ENSG00000263080",5.346,0,0,1.174,0,2.202,1.149,2,3.002,3.135
"ENSG00000263081",0,0,0,0,0,1,1,0,1,2
"ENSG00000263082",23,6,8,21,6,32,12,18,21,25
"ENSG00000263089",11.134,9.068,15.239,15.07,6.207,17.857,8.153,10.966,13.269,22.245
"ENSG00000263096",2.926,0,4.514,1.083,3.481,5.361,4.584,3.322,4.816,9.517
"ENSG00000263098",0,0,0,0,0,0,0,0,0,0
"ENSG00000263105",2,0,0,0,2,0,0,0,0,1
"ENSG00000263107",0,0,0,0,0,1,0,0,0,0
"ENSG00000263110",0,0,0,0,0,0,0,0,0,0
"ENSG00000263120",58.486,25.478,44.577,50.327,36.415,46.81,39.056,42.327,57.697,65.839
"ENSG00000263125",0,0,0,0,1,0,0,0,0,0
"ENSG00000263126",66.052,52.406,61.101,111.735,54.981,109.027,125.356,49.853,79.73,96.038
"ENSG00000263142",42.008,29.29,36.406,40.104,31.173,57.734,19.449,29.777,37.574,36.593
"ENSG00000263146",240.968,27.15,277.669,50.514,33.568,289.34,68.277,22.063,272.257,427.111
"ENSG00000263154",4.428,1.031,0,2,1,3.001,0,1,0,1.999
"ENSG00000263155",160.034,56.262,151.907,251.314,201.942,64.535,73,153.477,180.647,96.477
"ENSG00000263159",2,0,5,0,1,2,5,2,0,3
"ENSG00000263164",3,0,1,4,1,2,0,0,2,3
"ENSG00000263165",17,11,22,34,9.084,29,14,11,24,12
"ENSG00000263167",1,0,3,0,1,1,1,0,0,1
"ENSG00000263171",1,0,2,0,1,0,2,1,1,1
"ENSG00000263176",0,0,1.02,0,0,0,0,1,0,0
"ENSG00000263177",8,1,5,4,2,3,1,3,2,2
"ENSG00000263179",0,0,0,1.009,0,0,0,0,0,1.007
"ENSG00000263189",1,2,1,2.018,1,0,0,3,0,4
"ENSG00000263196",0,0,0,0,0,0,0,0,0,0
"ENSG00000263199",0,0,0,0,0,0,0,0,0,0
"ENSG00000263201",0,1,1,0,0,0,1,0,0,0
"ENSG00000263206",0,0,1,0,0,0,0,0,0,0
"ENSG00000263207",0,0,0,0,0,0,0,0,0,0
"ENSG00000263212",0,0,2.534,0,0,0,0,0,1.618,0
"ENSG00000263218",1,2,0,0,0,0,0,1,3,0
"ENSG00000263219",0,0,1.002,0,0,0,0,0,0,0
"ENSG00000263220",5,4,7,4,1,13,5,5,7,7
"ENSG00000263232",3.004,1.001,2.002,8.013,0,5.006,3.005,2.004,4.005,8.015
"ENSG00000263234",9.587,4.238,14.934,12.101,8.963,8.626,6.088,3.77,12.859,13.609
"ENSG00000263235",7,7,4,7,4,10,7,9,9,7
"ENSG00000263237",0,0,0,0,0,0,0,1,0,0
"ENSG00000263241",0,0,0,1,0,0,0,0,0,0
"ENSG00000263244",596.527,521.889,550.604,747.697,442.533,472.314,73.247,103.041,285.17,339.216
"ENSG00000263252",0,0,0,0,0,0,0,0,0,0
"ENSG00000263253",0,0,0,0,0,0,0,0,0,0
"ENSG00000263257",1,2,2,3,0,2,1,0,2,4
"ENSG00000263264",0,0,0,1,2,2,1,0,2,2
"ENSG00000263266",7.264,5.619,4.108,8.516,2.65,2.638,1.28,3.08,0,4.366
"ENSG00000263271",0,0,0,0,1,0,0,0,1,0
"ENSG00000263272",89.328,60.574,84.724,118.871,62.422,106.696,95.588,72.197,136.825,154.753
"ENSG00000263276",61.54,40.723,58.654,100.531,13.797,61.267,97.951,44.284,69.691,110.359
"ENSG00000263278",1,0,0,0,0,0,0,1,1,0
"ENSG00000263279",0,1,0,2,0,1,0,0,0,1
"ENSG00000263293",2,2,2,4,6,3,2,7,2,1
"ENSG00000263300",4.384,2.246,4.144,3.58,0,1.257,0,1.039,1.905,2.035
"ENSG00000263301",3,0,2,2,0,0,0,0,3,0
"ENSG00000263305",22.391,9.654,7.893,0,4.377,12.142,0,0,8.765,6
"ENSG00000263307",2,0,2,3,3,7,7,3,6,7
"ENSG00000263311",0,0,1,1,0,1,4,3,0,1
"ENSG00000263312",0,0,0,0,0,0,0,0,0,0
"ENSG00000263316",3,2,0,5,0,3,3,3,4,4
"ENSG00000263317",1,0,0,0,0,0,0,0,1,1
"ENSG00000263321",0,2,2,3,0,0,2,1,1,0
"ENSG00000263326",3,2,4,8,2,7,1,4,5,3
"ENSG00000263327",24,26,30.999,61,20,51,63,58.001,40,75
"ENSG00000263331",0,1,0,0,0,0,0,0,2,1
"ENSG00000263335",95,96,102,183,37,129,72,55,130,84
"ENSG00000263338",2.296,6.454,4.261,4.696,3.269,9.312,0,1.554,5.802,2.977
"ENSG00000263342",0,0,0,0,0,0,0,0,0,0
"ENSG00000263343",0,0,0,0,0,0,0,0,0,1
"ENSG00000263345",33.512,6.035,24.194,45.558,7.562,34.222,11.337,22.835,40.319,21.387
"ENSG00000263353",0,0,0,0,0,1.146,0,1.005,0,1.068
"ENSG00000263354",0,0,0,0,0,0,0,0,0,0
"ENSG00000263355",0,0,0,0,0,0,0,0,0,0
"ENSG00000263360",44.726,38.779,55.829,39.66,19.413,51.454,52.501,50.38,56.173,70.458
"ENSG00000263361",0,0,0,1,0,2,1,3,0,2
"ENSG00000263363",0,0,0,0,0,0,0,0,0,0
"ENSG00000263366",1.108,1.097,2.246,0,2.216,0,1.095,1.705,1.091,0
"ENSG00000263368",0,2,0,2.005,2,0,1,0,1.005,1.003
"ENSG00000263369",0,0,1,0,0,2.016,0,1,0,1
"ENSG00000263370",2,0,0,1,1,3,2,0,2,1
"ENSG00000263372",0,0,0,0,0,0,0,0,0,0
"ENSG00000263375",0,0,0,0,0,0,0,0,0,0
"ENSG00000263381",0,0,1,1,0,3,2,0,0,0
"ENSG00000263382",0,0,0,0,0,0,0,0,0,0
"ENSG00000263388",0,0,0,0,0,0,0,1,0,0
"ENSG00000263389",0,0,0,0,0,0,0,0,0,0
"ENSG00000263390",0,0,0,0,0,0,0,0,0,0
"ENSG00000263393",3,0,0,0,1,2,1,3,0,2
"ENSG00000263394",4,2,11.879,3,4,9.823,2,13.733,10,2
"ENSG00000263396",0,0,0,0,0,1,0,0,0,0
"ENSG00000263399",0,0,0,0,0,0,0,0,0,0
"ENSG00000263400",39.999,35,32,53,22,36,11,23,39.999,24
"ENSG00000263403",0,1,0,0,0,0,0,0,0,0
"ENSG00000263405",1,1,0,0,0,1,1,0,2,1
"ENSG00000263407",0,0,0,0,0,0,0,0,0,0
"ENSG00000263409",0,0,0,0,0,0,0,0,0,0
"ENSG00000263410",11.466,15.176,19.091,14.198,11.35,15.467,10.077,9.655,21.403,35.776
"ENSG00000263412",37.004,41,57,76,35,87.011,45,33.189,65,70.002
"ENSG00000263413",0,0,0,1,0,0,0,0,0,0
"ENSG00000263414",0,0,0,0,0,0,0,0,0,0
"ENSG00000263417",0,0,1,0,0,0,0,1,0,0
"ENSG00000263424",38,33,33,51,24,63.082,23,49,34,38.065
"ENSG00000263427",0,0,0,0,1,0,0,0,0,0
"ENSG00000263429",20,17,7,63,4,22,17,15,25,9
"ENSG00000263432",5,6,5,8,5,4,4,11,10,12
"ENSG00000263433",0,0,0,0,0,0,0,0,0,0
"ENSG00000263435",0,0,0,0,0,0,0,0,0,0
"ENSG00000263436",0,0,0,0,0,0,0,0,0,0
"ENSG00000263438",0,0,0,0,0,0,0,0,0,0
"ENSG00000263439",0,0,0,0,0,0,0,0,0,0
"ENSG00000263443",0,0,0,0,0,2,0,0,0,0
"ENSG00000263445",0,0,0,0,0,0,0,0,0,0
"ENSG00000263450",0,0,0,0,0,0,0,0,0,0
"ENSG00000263453",0,0,0,0,0,0,0,0,0,0
"ENSG00000263456",0,0,0,0,0,0,0,0,0,0
"ENSG00000263458",0,0,0,0,0,0,0,0,0,0
"ENSG00000263460",0,0,0,0,1,0,0,0,0,0
"ENSG00000263464",2.485,0,0,4.47,0,0,1.095,0,3.414,0
"ENSG00000263465",1531.786,1015.202,1118.826,1727.647,778.989,1592.455,828.726,1287.758,1429.767,1645.834
"ENSG00000263466",3.807,6.487,7.339,4.446,2.759,10.659,2.323,7.896,6.008,6.72
"ENSG00000263468",0,0,0,0,0,0,0,0,0,0
"ENSG00000263476",0,0,0,0,0,0,0,0,0,0
"ENSG00000263477",2.147,4.092,6.799,8.135,2.991,6.664,11.287,6.779,17.368,14.044
"ENSG00000263479",1,1,0,1,0,1,0,1,0,0
"ENSG00000263482",0,0,0,1,0,0,0,0,0,0
"ENSG00000263483",0,1,0,0,0,0,0,0,1,1
"ENSG00000263485",0,0,0,1,1,2,2,0,0,0
"ENSG00000263489",0,0,0,0,0,0,0,1,1,1
"ENSG00000263490",4.394,4.03,9.889,5.614,0,11.838,6.909,1.875,4.755,7.523
"ENSG00000263494",61.69,53.007,82.284,61.456,38.818,75.501,77.048,55.954,116.775,126.135
"ENSG00000263499",0,0,0,0,0,0,0,0,0,0
"ENSG00000263501",1,0,0,0,0,0,0,0,0,0
"ENSG00000263505",0,0,0,0,0,0,0,0,0,0
"ENSG00000263508",2,8,2,6,1,9,3,6,7,3
"ENSG00000263510",0,0,0,0,0,0,0,0,0,0
"ENSG00000263511",0,0,1,0,0,0,0,0,0,0
"ENSG00000263512",0,0,0,0,0,0,0,0,0,0
"ENSG00000263513",7.536,0,16.128,18.984,30.956,30.161,0,0,0,0
"ENSG00000263514",0,0,0,0,0,0,0,0,0,0
"ENSG00000263515",1,0,0,2,0,1,0,0,1,3
"ENSG00000263520",0,0,0,0,0,0,0,0,0,0
"ENSG00000263526",0,0,0,0,0,0,0,0,0,0
"ENSG00000263527",0,0,0,0,0,0,0,1,0,0
"ENSG00000263528",275.001,90,78,187,81,126,62,121,111,71
"ENSG00000263529",1,0,0,0,2,1,0,0,1.081,0
"ENSG00000263531",19.033,11.295,23.177,21.112,6.631,17.013,17.64,11.194,15.333,30.913
"ENSG00000263533",0,0,0,0,0,0,0,0,0,0
"ENSG00000263535",37.249,2.489,2.819,13.579,7.121,1.357,2.897,17.547,0,0
"ENSG00000263537",5.756,2.848,3.993,10.984,1,3.543,1.993,3.234,13,12.568
"ENSG00000263540",0,0,0,1,0,0,0,1,0,0
"ENSG00000263547",0,0,0,1,0,3,2,0,0,2
"ENSG00000263551",11.242,13.476,12.421,11.284,7.986,26.914,10.963,21.807,15.473,17.672
"ENSG00000263553",0,0,0,0,0,0,0,0,0,0
"ENSG00000263556",0,0,0,0,0,0,0,1,1,1.23
"ENSG00000263558",3.785,16.751,10.889,13.349,2.249,13.343,17.971,8.234,9.135,28.379
"ENSG00000263561",0,0,0,0,0,0,0,0,0,0
"ENSG00000263563",173.794,147.715,134.663,223.327,146.01,179.055,127.939,159.237,162.894,122.064
"ENSG00000263567",2,4,1,0,1,1.066,1.001,2.003,0,1
"ENSG00000263571",6,1,8,15,11,32,1,11,20,11
"ENSG00000263572",0,0,0,0,0,0,0,0,0,0
"ENSG00000263573",0,0,0,0,0,1,0,0,1,1
"ENSG00000263574",0,0,0,0,0,0,0,0,1,0
"ENSG00000263575",1,0,1,1,0,0,0,0,0,0
"ENSG00000263581",0,0,0,1,0,0,0,0,0,0
"ENSG00000263583",0,0,0,0,0,0,0,0,1,0
"ENSG00000263584",0,1,0,0,0,0,0,0,0,0
"ENSG00000263585",1,1,0,3,1,1,4,2,1,1
"ENSG00000263586",4,6.002,7,1,6,7.001,7,6.979,5.992,5.954
"ENSG00000263588",1.026,0,1.151,2.855,0,1.034,1.027,1.056,1.027,0
"ENSG00000263590",11.431,0,3.339,6.816,6.08,13.163,9.366,2.949,6.001,0
"ENSG00000263593",0,0,0,0,0,0,0,0,0,0
"ENSG00000263594",0,0,0,0,0,0,0,0,0,0
"ENSG00000263595",5.474,4.022,2.839,1.004,0,2.008,1.001,2.008,4.193,4.009
"ENSG00000263597",24,22,15,26,17,22,7,9,17,21
"ENSG00000263600",0,0,0,0,0,0,0,0,0,0
"ENSG00000263602",0,0,0,0,0,0,0,0,0,0
"ENSG00000263603",15.242,7,29.543,17.388,11,20,14,26,29,34.115
"ENSG00000263604",0,0,0,0,0,0,0,0,0,0
"ENSG00000263606",0,1.46,2.128,3.255,1.031,5.967,6.476,5.523,11.288,14.296
"ENSG00000263608",35.359,34.897,50.772,65.062,31.106,43.887,39.058,42.706,44.421,58.136
"ENSG00000263609",0,1,1,1,0,0,0,0,0,0
"ENSG00000263611",0,2,0,0,0,1,0,1,0,1
"ENSG00000263612",0,2,0,2,2,0,1,1,1,1
"ENSG00000263613",0,0,0,0,0,0,0,0,0,0
"ENSG00000263615",0,0,0,0,0,0,0,0,0,0
"ENSG00000263616",1,0,1.996,0,0,0,0,1,0,4.005
"ENSG00000263618",1,1,0,1,0,3,0,2,2,2
"ENSG00000263620",207.018,0,0,170.139,160.197,206.947,0,247.518,276.306,0
"ENSG00000263622",0,0,0,0,0,0,0,0,0,0
"ENSG00000263624",0,0,1,0,0,0,0,1,0,1
"ENSG00000263627",4,3,0,6,5,6,0,3,9,3
"ENSG00000263628",0,0,0,0,0,0,0,0,1,0
"ENSG00000263629",0,0,0,0,0,0,0,0,0,0
"ENSG00000263631",0,0,0,0,0,0,0,0,0,0
"ENSG00000263634",0,0,0,0,0,0,0,0,0,0
"ENSG00000263635",1,1,0,2,0,0,1,1,5,0
"ENSG00000263637",0,0,0,0,0,0,0,0,0,0
"ENSG00000263639",1,0,0,0,0,0,1,1,0,0
"ENSG00000263641",0,1,0,0,0,0,0,0,0,0
"ENSG00000263642",0,0,0,0,0,0,0,0,0,0
"ENSG00000263643",0,0,0,0,0,0,0,0,0,0
"ENSG00000263644",0,0,0,0,0,0,0,0,0,0
"ENSG00000263647",43.566,35.091,17.183,40.389,0,59.453,0,46.711,35.433,28.83
"ENSG00000263648",4.032,1.005,2.017,1.006,0,5.048,0,0,0,1.01
"ENSG00000263649",0,0,0,0,0,0,0,0,0,0
"ENSG00000263652",0,0,0,0,0,0,0,0,0,0
"ENSG00000263655",0,0,0,1,0,0,0,0,0,0
"ENSG00000263657",6.4,4.48,2.431,1.237,4.912,2.038,1.498,3.853,2.992,9.782
"ENSG00000263666",0,0,0,1,0,1,0,0,0,0
"ENSG00000263667",0,0,0,0,0,0,0,0,0,0
"ENSG00000263669",22.294,33.901,36.152,23.839,9.991,12.891,23.111,35.413,47.086,78.098
"ENSG00000263670",0,0,0,0,0,0,0,0,0,0
"ENSG00000263672",18.887,4.788,4.833,10.737,6.763,13.486,6.874,6.57,11.744,15.582
"ENSG00000263674",1,0,0,1,0,0,0,0,0,0
"ENSG00000263675",3,2,2,9,7,6,6,5,13,13
"ENSG00000263676",0,1,0,0,0,0,0,0,0,0
"ENSG00000263677",0,1,3,0,0,5,0,0,0,1
"ENSG00000263680",0,0,0,0,0,0,0,1,0,2
"ENSG00000263681",0,0,0,0,0,0,0,0,0,0
"ENSG00000263682",0,0,0,0,0,0,0,0,0,0
"ENSG00000263683",0,0,0,2,0,4,0,0,1,0
"ENSG00000263684",1,1,0,0,0,3,0,0,0,0
"ENSG00000263688",0,0,1,0,1,0,0,0,0,0
"ENSG00000263690",0,0,0,3,1,1,0,1.695,3,1.026
"ENSG00000263693",1,0,0,0,1,0,0,0,0,0
"ENSG00000263697",0,0,0,0,0,0,0,0,0,0
"ENSG00000263698",11,2,7,6,0,6,2,5,2,4
"ENSG00000263705",0,0,0,0,0,0,0,0,0,0
"ENSG00000263707",2,1,1,0,1,5.057,1,1,1,2
"ENSG00000263708",0,0,0,0,0,0,0,0,0,0
"ENSG00000263709",1,0,0,0,0,1,0,1,0,1
"ENSG00000263711",18.35,21.936,26.356,28.674,13.632,18.314,12.021,22.414,32.164,50.782
"ENSG00000263712",3,0,2,1,2,0,0,3,2,1
"ENSG00000263715",0,80.971,0,1.336,3.081,9.381,43.237,0,1.942,1.26
"ENSG00000263716",0,0,1,1,0,0,0,0,0,0
"ENSG00000263717",1,1,1,1,0,3,0,0,2,1
"ENSG00000263720",1,0,0,2,0,0,0,1,0,0
"ENSG00000263723",1,0,0,0,0,0,0,0,0,0
"ENSG00000263724",1,0,2,0,3,2,1,1,2,3
"ENSG00000263725",0,0,0,0,0,0,0,0,0,0
"ENSG00000263727",6,5,2,11,2,6,2,1,14,4
"ENSG00000263729",0,0,0,0,0,0,0,1.158,0,0
"ENSG00000263730",0,0,0,0,0,0,0,0,0,0
"ENSG00000263731",64.59,53.781,63.362,81.11,43.77,77.662,41.938,49.171,62.059,78.965
"ENSG00000263733",0,0,0,0,0,1,0,0,0,0
"ENSG00000263734",0,0,0,0,0,0,0,0,0,0
"ENSG00000263735",0,0,0,0,0,0,0,0,0,0
"ENSG00000263740",1.235,1.228,2.749,4.521,10.709,4.059,2.893,10.767,9.271,7.955
"ENSG00000263741",0,0,0,0,0,0,0,0,0,0
"ENSG00000263742",0,0,0,0,0,0,0,0,0,0
"ENSG00000263744",0,0,0,0,0,0,0,0,0,0
"ENSG00000263745",0,0,0,1,0,0,0,0,0,3
"ENSG00000263746",0,0,0,0,0,0,0,0,0,0
"ENSG00000263748",0,0,0,1,0,0,0,0,1,0
